"","surveillance_area","region","year","season","wk_start","wk_end","year_wk_num","rate","weeklyrate","age","age_label","sea_label","sea_description","mmwrid","week","time","time_index","season_week"
"869","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-07,2014-12-13,50,11.6,4.2,1,"0-4 yr","2014-15","Season 2014-15",2763,50,2014-12-06 19:00:00,16410,20
"870","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-14,2014-12-20,51,17.1,5.6,1,"0-4 yr","2014-15","Season 2014-15",2764,51,2014-12-13 19:00:00,16417,21
"871","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-21,2014-12-27,52,23.8,6.7,1,"0-4 yr","2014-15","Season 2014-15",2765,52,2014-12-20 19:00:00,16424,22
"872","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-28,2015-01-03,53,29.5,5.7,1,"0-4 yr","2014-15","Season 2014-15",2766,53,2014-12-27 19:00:00,16431,23
"873","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-04,2015-01-10,1,33.1,3.5,1,"0-4 yr","2014-15","Season 2014-15",2767,1,2015-01-03 19:00:00,16438,24
"874","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-11,2015-01-17,2,36.3,3.3,1,"0-4 yr","2014-15","Season 2014-15",2768,2,2015-01-10 19:00:00,16445,25
"875","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-18,2015-01-24,3,39.5,3.2,1,"0-4 yr","2014-15","Season 2014-15",2769,3,2015-01-17 19:00:00,16452,26
"876","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-25,2015-01-31,4,42,2.5,1,"0-4 yr","2014-15","Season 2014-15",2770,4,2015-01-24 19:00:00,16459,27
"877","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-01,2015-02-07,5,43.5,1.4,1,"0-4 yr","2014-15","Season 2014-15",2771,5,2015-01-31 19:00:00,16466,28
"878","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-08,2015-02-14,6,45.3,1.8,1,"0-4 yr","2014-15","Season 2014-15",2772,6,2015-02-07 19:00:00,16473,29
"879","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-15,2015-02-21,7,47.1,1.8,1,"0-4 yr","2014-15","Season 2014-15",2773,7,2015-02-14 19:00:00,16480,30
"880","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-22,2015-02-28,8,48.5,1.4,1,"0-4 yr","2014-15","Season 2014-15",2774,8,2015-02-21 19:00:00,16487,31
"881","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-01,2015-03-07,9,50.4,1.9,1,"0-4 yr","2014-15","Season 2014-15",2775,9,2015-02-28 19:00:00,16494,32
"882","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-08,2015-03-14,10,52,1.6,1,"0-4 yr","2014-15","Season 2014-15",2776,10,2015-03-07 19:00:00,16501,33
"883","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-15,2015-03-21,11,53.1,1.1,1,"0-4 yr","2014-15","Season 2014-15",2777,11,2015-03-14 20:00:00,16508,34
"884","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-22,2015-03-28,12,54,0.9,1,"0-4 yr","2014-15","Season 2014-15",2778,12,2015-03-21 20:00:00,16515,35
"885","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-29,2015-04-04,13,54.7,0.7,1,"0-4 yr","2014-15","Season 2014-15",2779,13,2015-03-28 20:00:00,16522,36
"886","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-05,2015-04-11,14,55.8,1.1,1,"0-4 yr","2014-15","Season 2014-15",2780,14,2015-04-04 20:00:00,16529,37
"887","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-12,2015-04-18,15,56.3,0.5,1,"0-4 yr","2014-15","Season 2014-15",2781,15,2015-04-11 20:00:00,16536,38
"888","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-19,2015-04-25,16,56.8,0.5,1,"0-4 yr","2014-15","Season 2014-15",2782,16,2015-04-18 20:00:00,16543,39
"889","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-26,2015-05-02,17,57.3,0.5,1,"0-4 yr","2014-15","Season 2014-15",2783,17,2015-04-25 20:00:00,16550,40
"890","FluSurv-NET","Entire Network",2014,"2014/2015",2014-09-28,2014-10-04,40,0,0,3,"18-49 yr","2014-15","Season 2014-15",2753,40,2014-09-27 20:00:00,16340,10
"891","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-05,2014-10-11,41,0.1,0.1,3,"18-49 yr","2014-15","Season 2014-15",2754,41,2014-10-04 20:00:00,16347,11
"892","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-12,2014-10-18,42,0.2,0.1,3,"18-49 yr","2014-15","Season 2014-15",2755,42,2014-10-11 20:00:00,16354,12
"893","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-19,2014-10-25,43,0.2,0,3,"18-49 yr","2014-15","Season 2014-15",2756,43,2014-10-18 20:00:00,16361,13
"894","FluSurv-NET","Entire Network",2014,"2014/2015",2014-10-26,2014-11-01,44,0.3,0,3,"18-49 yr","2014-15","Season 2014-15",2757,44,2014-10-25 20:00:00,16368,14
"895","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-02,2014-11-08,45,0.3,0.1,3,"18-49 yr","2014-15","Season 2014-15",2758,45,2014-11-01 20:00:00,16375,15
"896","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-09,2014-11-15,46,0.4,0.1,3,"18-49 yr","2014-15","Season 2014-15",2759,46,2014-11-08 19:00:00,16382,16
"897","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-16,2014-11-22,47,0.6,0.2,3,"18-49 yr","2014-15","Season 2014-15",2760,47,2014-11-15 19:00:00,16389,17
"898","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-23,2014-11-29,48,1.1,0.5,3,"18-49 yr","2014-15","Season 2014-15",2761,48,2014-11-22 19:00:00,16396,18
"899","FluSurv-NET","Entire Network",2014,"2014/2015",2014-11-30,2014-12-06,49,2.1,1,3,"18-49 yr","2014-15","Season 2014-15",2762,49,2014-11-29 19:00:00,16403,19
"900","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-07,2014-12-13,50,3.2,1.1,3,"18-49 yr","2014-15","Season 2014-15",2763,50,2014-12-06 19:00:00,16410,20
"901","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-14,2014-12-20,51,5.2,2,3,"18-49 yr","2014-15","Season 2014-15",2764,51,2014-12-13 19:00:00,16417,21
"902","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-21,2014-12-27,52,7.4,2.3,3,"18-49 yr","2014-15","Season 2014-15",2765,52,2014-12-20 19:00:00,16424,22
"903","FluSurv-NET","Entire Network",2014,"2014/2015",2014-12-28,2015-01-03,53,9.2,1.8,3,"18-49 yr","2014-15","Season 2014-15",2766,53,2014-12-27 19:00:00,16431,23
"904","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-04,2015-01-10,1,10.8,1.6,3,"18-49 yr","2014-15","Season 2014-15",2767,1,2015-01-03 19:00:00,16438,24
"905","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-11,2015-01-17,2,11.7,1,3,"18-49 yr","2014-15","Season 2014-15",2768,2,2015-01-10 19:00:00,16445,25
"906","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-18,2015-01-24,3,12.5,0.8,3,"18-49 yr","2014-15","Season 2014-15",2769,3,2015-01-17 19:00:00,16452,26
"907","FluSurv-NET","Entire Network",2015,"2014/2015",2015-01-25,2015-01-31,4,13.1,0.6,3,"18-49 yr","2014-15","Season 2014-15",2770,4,2015-01-24 19:00:00,16459,27
"908","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-01,2015-02-07,5,13.7,0.6,3,"18-49 yr","2014-15","Season 2014-15",2771,5,2015-01-31 19:00:00,16466,28
"909","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-08,2015-02-14,6,14.3,0.6,3,"18-49 yr","2014-15","Season 2014-15",2772,6,2015-02-07 19:00:00,16473,29
"910","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-15,2015-02-21,7,14.8,0.5,3,"18-49 yr","2014-15","Season 2014-15",2773,7,2015-02-14 19:00:00,16480,30
"911","FluSurv-NET","Entire Network",2015,"2014/2015",2015-02-22,2015-02-28,8,15.3,0.5,3,"18-49 yr","2014-15","Season 2014-15",2774,8,2015-02-21 19:00:00,16487,31
"912","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-01,2015-03-07,9,15.7,0.4,3,"18-49 yr","2014-15","Season 2014-15",2775,9,2015-02-28 19:00:00,16494,32
"913","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-08,2015-03-14,10,16,0.4,3,"18-49 yr","2014-15","Season 2014-15",2776,10,2015-03-07 19:00:00,16501,33
"914","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-15,2015-03-21,11,16.5,0.4,3,"18-49 yr","2014-15","Season 2014-15",2777,11,2015-03-14 20:00:00,16508,34
"915","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-22,2015-03-28,12,16.8,0.4,3,"18-49 yr","2014-15","Season 2014-15",2778,12,2015-03-21 20:00:00,16515,35
"916","FluSurv-NET","Entire Network",2015,"2014/2015",2015-03-29,2015-04-04,13,17.2,0.4,3,"18-49 yr","2014-15","Season 2014-15",2779,13,2015-03-28 20:00:00,16522,36
"917","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-05,2015-04-11,14,17.5,0.3,3,"18-49 yr","2014-15","Season 2014-15",2780,14,2015-04-04 20:00:00,16529,37
"918","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-12,2015-04-18,15,17.8,0.2,3,"18-49 yr","2014-15","Season 2014-15",2781,15,2015-04-11 20:00:00,16536,38
"919","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-19,2015-04-25,16,18,0.2,3,"18-49 yr","2014-15","Season 2014-15",2782,16,2015-04-18 20:00:00,16543,39
"920","FluSurv-NET","Entire Network",2015,"2014/2015",2015-04-26,2015-05-02,17,18.1,0.1,3,"18-49 yr","2014-15","Season 2014-15",2783,17,2015-04-25 20:00:00,16550,40
"921","FluSurv-NET","Entire Network",2012,"2012/2013",2012-09-30,2012-10-06,40,0,0,6,"Overall","2012-13","Season 2012-13",2649,40,2012-09-29 20:00:00,15612,10
"922","FluSurv-NET","Entire Network",2012,"2012/2013",2012-10-07,2012-10-13,41,0.1,0,6,"Overall","2012-13","Season 2012-13",2650,41,2012-10-06 20:00:00,15619,11
"923","FluSurv-NET","Entire Network",2012,"2012/2013",2012-10-14,2012-10-20,42,0.1,0.1,6,"Overall","2012-13","Season 2012-13",2651,42,2012-10-13 20:00:00,15626,12
"924","FluSurv-NET","Entire Network",2012,"2012/2013",2012-10-21,2012-10-27,43,0.1,0,6,"Overall","2012-13","Season 2012-13",2652,43,2012-10-20 20:00:00,15633,13
"925","FluSurv-NET","Entire Network",2012,"2012/2013",2012-10-28,2012-11-03,44,0.2,0.1,6,"Overall","2012-13","Season 2012-13",2653,44,2012-10-27 20:00:00,15640,14
"926","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-04,2012-11-10,45,0.4,0.2,6,"Overall","2012-13","Season 2012-13",2654,45,2012-11-03 20:00:00,15647,15
"927","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-11,2012-11-17,46,0.7,0.3,6,"Overall","2012-13","Season 2012-13",2655,46,2012-11-10 19:00:00,15654,16
"928","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-18,2012-11-24,47,1.2,0.5,6,"Overall","2012-13","Season 2012-13",2656,47,2012-11-17 19:00:00,15661,17
"929","FluSurv-NET","Entire Network",2012,"2012/2013",2012-11-25,2012-12-01,48,2,0.8,6,"Overall","2012-13","Season 2012-13",2657,48,2012-11-24 19:00:00,15668,18
"930","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-02,2012-12-08,49,3.4,1.4,6,"Overall","2012-13","Season 2012-13",2658,49,2012-12-01 19:00:00,15675,19
"931","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-09,2012-12-15,50,5.3,1.9,6,"Overall","2012-13","Season 2012-13",2659,50,2012-12-08 19:00:00,15682,20
"932","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-16,2012-12-22,51,8.4,3.1,6,"Overall","2012-13","Season 2012-13",2660,51,2012-12-15 19:00:00,15689,21
"933","FluSurv-NET","Entire Network",2012,"2012/2013",2012-12-23,2012-12-29,52,13.4,5,6,"Overall","2012-13","Season 2012-13",2661,52,2012-12-22 19:00:00,15696,22
"934","FluSurv-NET","Entire Network",2013,"2012/2013",2012-12-30,2013-01-05,1,18.8,5.4,6,"Overall","2012-13","Season 2012-13",2662,1,2012-12-29 19:00:00,15703,23
"935","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-06,2013-01-12,2,23.8,4.9,6,"Overall","2012-13","Season 2012-13",2663,2,2013-01-05 19:00:00,15710,24
"936","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-13,2013-01-19,3,27.5,3.8,6,"Overall","2012-13","Season 2012-13",2664,3,2013-01-12 19:00:00,15717,25
"937","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-20,2013-01-26,4,30.6,3.1,6,"Overall","2012-13","Season 2012-13",2665,4,2013-01-19 19:00:00,15724,26
"938","FluSurv-NET","Entire Network",2013,"2012/2013",2013-01-27,2013-02-02,5,33.2,2.6,6,"Overall","2012-13","Season 2012-13",2666,5,2013-01-26 19:00:00,15731,27
"939","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-03,2013-02-09,6,35.2,2,6,"Overall","2012-13","Season 2012-13",2667,6,2013-02-02 19:00:00,15738,28
"940","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-10,2013-02-16,7,36.9,1.7,6,"Overall","2012-13","Season 2012-13",2668,7,2013-02-09 19:00:00,15745,29
"941","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-17,2013-02-23,8,38.2,1.3,6,"Overall","2012-13","Season 2012-13",2669,8,2013-02-16 19:00:00,15752,30
"942","FluSurv-NET","Entire Network",2013,"2012/2013",2013-02-24,2013-03-02,9,39.4,1.2,6,"Overall","2012-13","Season 2012-13",2670,9,2013-02-23 19:00:00,15759,31
"943","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-03,2013-03-09,10,40.4,1,6,"Overall","2012-13","Season 2012-13",2671,10,2013-03-02 19:00:00,15766,32
"944","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-10,2013-03-16,11,41.3,0.9,6,"Overall","2012-13","Season 2012-13",2672,11,2013-03-09 19:00:00,15773,33
"945","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-17,2013-03-23,12,42.1,0.7,6,"Overall","2012-13","Season 2012-13",2673,12,2013-03-16 20:00:00,15780,34
"946","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-24,2013-03-30,13,42.7,0.6,6,"Overall","2012-13","Season 2012-13",2674,13,2013-03-23 20:00:00,15787,35
"947","FluSurv-NET","Entire Network",2013,"2012/2013",2013-03-31,2013-04-06,14,43.2,0.6,6,"Overall","2012-13","Season 2012-13",2675,14,2013-03-30 20:00:00,15794,36
"948","FluSurv-NET","Entire Network",2013,"2012/2013",2013-04-07,2013-04-13,15,43.6,0.4,6,"Overall","2012-13","Season 2012-13",2676,15,2013-04-06 20:00:00,15801,37
"949","FluSurv-NET","Entire Network",2013,"2012/2013",2013-04-14,2013-04-20,16,43.8,0.2,6,"Overall","2012-13","Season 2012-13",2677,16,2013-04-13 20:00:00,15808,38
"950","FluSurv-NET","Entire Network",2013,"2012/2013",2013-04-21,2013-04-27,17,44,0.2,6,"Overall","2012-13","Season 2012-13",2678,17,2013-04-20 20:00:00,15815,39
"951","FluSurv-NET","Entire Network",2011,"2011/2012",2011-10-02,2011-10-08,40,0.1,0.1,5,"65+ yr","2011-12","Season 2011-12",2597,40,2011-10-01 20:00:00,15248,10
"952","FluSurv-NET","Entire Network",2011,"2011/2012",2011-10-09,2011-10-15,41,0.1,0.1,5,"65+ yr","2011-12","Season 2011-12",2598,41,2011-10-08 20:00:00,15255,11
"953","FluSurv-NET","Entire Network",2011,"2011/2012",2011-10-16,2011-10-22,42,0.2,0.1,5,"65+ yr","2011-12","Season 2011-12",2599,42,2011-10-15 20:00:00,15262,12
"954","FluSurv-NET","Entire Network",2011,"2011/2012",2011-10-23,2011-10-29,43,0.2,0,5,"65+ yr","2011-12","Season 2011-12",2600,43,2011-10-22 20:00:00,15269,13
"955","FluSurv-NET","Entire Network",2011,"2011/2012",2011-10-30,2011-11-05,44,0.3,0.1,5,"65+ yr","2011-12","Season 2011-12",2601,44,2011-10-29 20:00:00,15276,14
"956","FluSurv-NET","Entire Network",2011,"2011/2012",2011-11-06,2011-11-12,45,0.3,0,5,"65+ yr","2011-12","Season 2011-12",2602,45,2011-11-05 20:00:00,15283,15
"957","FluSurv-NET","Entire Network",2011,"2011/2012",2011-11-13,2011-11-19,46,0.3,0,5,"65+ yr","2011-12","Season 2011-12",2603,46,2011-11-12 19:00:00,15290,16
"958","FluSurv-NET","Entire Network",2011,"2011/2012",2011-11-20,2011-11-26,47,0.5,0.2,5,"65+ yr","2011-12","Season 2011-12",2604,47,2011-11-19 19:00:00,15297,17
"959","FluSurv-NET","Entire Network",2011,"2011/2012",2011-11-27,2011-12-03,48,0.5,0,5,"65+ yr","2011-12","Season 2011-12",2605,48,2011-11-26 19:00:00,15304,18
"960","FluSurv-NET","Entire Network",2011,"2011/2012",2011-12-04,2011-12-10,49,0.6,0.1,5,"65+ yr","2011-12","Season 2011-12",2606,49,2011-12-03 19:00:00,15311,19
"961","FluSurv-NET","Entire Network",2011,"2011/2012",2011-12-11,2011-12-17,50,0.7,0.2,5,"65+ yr","2011-12","Season 2011-12",2607,50,2011-12-10 19:00:00,15318,20
"962","FluSurv-NET","Entire Network",2011,"2011/2012",2011-12-18,2011-12-24,51,0.8,0.1,5,"65+ yr","2011-12","Season 2011-12",2608,51,2011-12-17 19:00:00,15325,21
"963","FluSurv-NET","Entire Network",2011,"2011/2012",2011-12-25,2011-12-31,52,1.2,0.3,5,"65+ yr","2011-12","Season 2011-12",2609,52,2011-12-24 19:00:00,15332,22
"964","FluSurv-NET","Entire Network",2012,"2011/2012",2012-01-01,2012-01-07,1,1.5,0.3,5,"65+ yr","2011-12","Season 2011-12",2610,1,2011-12-31 19:00:00,15339,23
"965","FluSurv-NET","Entire Network",2012,"2011/2012",2012-01-08,2012-01-14,2,1.8,0.3,5,"65+ yr","2011-12","Season 2011-12",2611,2,2012-01-07 19:00:00,15346,24
"966","FluSurv-NET","Entire Network",2012,"2011/2012",2012-01-15,2012-01-21,3,2.1,0.3,5,"65+ yr","2011-12","Season 2011-12",2612,3,2012-01-14 19:00:00,15353,25
"967","FluSurv-NET","Entire Network",2012,"2011/2012",2012-01-22,2012-01-28,4,2.6,0.5,5,"65+ yr","2011-12","Season 2011-12",2613,4,2012-01-21 19:00:00,15360,26
"968","FluSurv-NET","Entire Network",2012,"2011/2012",2012-01-29,2012-02-04,5,3.4,0.8,5,"65+ yr","2011-12","Season 2011-12",2614,5,2012-01-28 19:00:00,15367,27
"969","FluSurv-NET","Entire Network",2012,"2011/2012",2012-02-05,2012-02-11,6,4,0.6,5,"65+ yr","2011-12","Season 2011-12",2615,6,2012-02-04 19:00:00,15374,28
"970","FluSurv-NET","Entire Network",2012,"2011/2012",2012-02-12,2012-02-18,7,5,1,5,"65+ yr","2011-12","Season 2011-12",2616,7,2012-02-11 19:00:00,15381,29
"971","FluSurv-NET","Entire Network",2012,"2011/2012",2012-02-19,2012-02-25,8,6.2,1.1,5,"65+ yr","2011-12","Season 2011-12",2617,8,2012-02-18 19:00:00,15388,30
"972","FluSurv-NET","Entire Network",2012,"2011/2012",2012-02-26,2012-03-03,9,8.3,2.2,5,"65+ yr","2011-12","Season 2011-12",2618,9,2012-02-25 19:00:00,15395,31
"973","FluSurv-NET","Entire Network",2012,"2011/2012",2012-03-04,2012-03-10,10,11,2.7,5,"65+ yr","2011-12","Season 2011-12",2619,10,2012-03-03 19:00:00,15402,32
"974","FluSurv-NET","Entire Network",2012,"2011/2012",2012-03-11,2012-03-17,11,15,4,5,"65+ yr","2011-12","Season 2011-12",2620,11,2012-03-10 19:00:00,15409,33
"975","FluSurv-NET","Entire Network",2012,"2011/2012",2012-03-18,2012-03-24,12,18.3,3.3,5,"65+ yr","2011-12","Season 2011-12",2621,12,2012-03-17 20:00:00,15416,34
"976","FluSurv-NET","Entire Network",2012,"2011/2012",2012-03-25,2012-03-31,13,21,2.7,5,"65+ yr","2011-12","Season 2011-12",2622,13,2012-03-24 20:00:00,15423,35
"977","FluSurv-NET","Entire Network",2012,"2011/2012",2012-04-01,2012-04-07,14,23.3,2.3,5,"65+ yr","2011-12","Season 2011-12",2623,14,2012-03-31 20:00:00,15430,36
"978","FluSurv-NET","Entire Network",2012,"2011/2012",2012-04-08,2012-04-14,15,26.2,2.9,5,"65+ yr","2011-12","Season 2011-12",2624,15,2012-04-07 20:00:00,15437,37
"979","FluSurv-NET","Entire Network",2012,"2011/2012",2012-04-15,2012-04-21,16,28.8,2.6,5,"65+ yr","2011-12","Season 2011-12",2625,16,2012-04-14 20:00:00,15444,38
"980","FluSurv-NET","Entire Network",2012,"2011/2012",2012-04-22,2012-04-28,17,30.2,1.4,5,"65+ yr","2011-12","Season 2011-12",2626,17,2012-04-21 20:00:00,15451,39
"981","FluSurv-NET","Entire Network",2013,"2013/2014",2013-09-29,2013-10-05,40,0,0,2,"5-17 yr","2013-14","Season 2013-14",2701,40,2013-09-28 20:00:00,15976,10
"982","FluSurv-NET","Entire Network",2013,"2013/2014",2013-10-06,2013-10-12,41,0,0,2,"5-17 yr","2013-14","Season 2013-14",2702,41,2013-10-05 20:00:00,15983,11
"983","FluSurv-NET","Entire Network",2013,"2013/2014",2013-10-13,2013-10-19,42,0,0,2,"5-17 yr","2013-14","Season 2013-14",2703,42,2013-10-12 20:00:00,15990,12
"984","FluSurv-NET","Entire Network",2013,"2013/2014",2013-10-20,2013-10-26,43,0,0,2,"5-17 yr","2013-14","Season 2013-14",2704,43,2013-10-19 20:00:00,15997,13
"985","FluSurv-NET","Entire Network",2013,"2013/2014",2013-10-27,2013-11-02,44,0.1,0,2,"5-17 yr","2013-14","Season 2013-14",2705,44,2013-10-26 20:00:00,16004,14
"986","FluSurv-NET","Entire Network",2013,"2013/2014",2013-11-03,2013-11-09,45,0.1,0,2,"5-17 yr","2013-14","Season 2013-14",2706,45,2013-11-02 20:00:00,16011,15
"987","FluSurv-NET","Entire Network",2013,"2013/2014",2013-11-10,2013-11-16,46,0.2,0.1,2,"5-17 yr","2013-14","Season 2013-14",2707,46,2013-11-09 19:00:00,16018,16
"988","FluSurv-NET","Entire Network",2013,"2013/2014",2013-11-17,2013-11-23,47,0.3,0.1,2,"5-17 yr","2013-14","Season 2013-14",2708,47,2013-11-16 19:00:00,16025,17
"989","FluSurv-NET","Entire Network",2013,"2013/2014",2013-11-24,2013-11-30,48,0.5,0.2,2,"5-17 yr","2013-14","Season 2013-14",2709,48,2013-11-23 19:00:00,16032,18
"990","FluSurv-NET","Entire Network",2013,"2013/2014",2013-12-01,2013-12-07,49,0.8,0.3,2,"5-17 yr","2013-14","Season 2013-14",2710,49,2013-11-30 19:00:00,16039,19
"991","FluSurv-NET","Entire Network",2013,"2013/2014",2013-12-08,2013-12-14,50,1.3,0.5,2,"5-17 yr","2013-14","Season 2013-14",2711,50,2013-12-07 19:00:00,16046,20
"992","FluSurv-NET","Entire Network",2013,"2013/2014",2013-12-15,2013-12-21,51,2,0.7,2,"5-17 yr","2013-14","Season 2013-14",2712,51,2013-12-14 19:00:00,16053,21
"993","FluSurv-NET","Entire Network",2013,"2013/2014",2013-12-22,2013-12-28,52,2.8,0.8,2,"5-17 yr","2013-14","Season 2013-14",2713,52,2013-12-21 19:00:00,16060,22
"994","FluSurv-NET","Entire Network",2014,"2013/2014",2013-12-29,2014-01-04,1,3.4,0.6,2,"5-17 yr","2013-14","Season 2013-14",2714,1,2013-12-28 19:00:00,16067,23
"995","FluSurv-NET","Entire Network",2014,"2013/2014",2014-01-05,2014-01-11,2,4.3,0.9,2,"5-17 yr","2013-14","Season 2013-14",2715,2,2014-01-04 19:00:00,16074,24
"996","FluSurv-NET","Entire Network",2014,"2013/2014",2014-01-12,2014-01-18,3,4.9,0.6,2,"5-17 yr","2013-14","Season 2013-14",2716,3,2014-01-11 19:00:00,16081,25
"997","FluSurv-NET","Entire Network",2014,"2013/2014",2014-01-19,2014-01-25,4,5.8,0.9,2,"5-17 yr","2013-14","Season 2013-14",2717,4,2014-01-18 19:00:00,16088,26
"998","FluSurv-NET","Entire Network",2014,"2013/2014",2014-01-26,2014-02-01,5,6.3,0.6,2,"5-17 yr","2013-14","Season 2013-14",2718,5,2014-01-25 19:00:00,16095,27
"999","FluSurv-NET","Entire Network",2014,"2013/2014",2014-02-02,2014-02-08,6,6.7,0.4,2,"5-17 yr","2013-14","Season 2013-14",2719,6,2014-02-01 19:00:00,16102,28
"1000","FluSurv-NET","Entire Network",2014,"2013/2014",2014-02-09,2014-02-15,7,7,0.3,2,"5-17 yr","2013-14","Season 2013-14",2720,7,2014-02-08 19:00:00,16109,29
"1001","FluSurv-NET","Entire Network",2014,"2013/2014",2014-02-16,2014-02-22,8,7.3,0.3,2,"5-17 yr","2013-14","Season 2013-14",2721,8,2014-02-15 19:00:00,16116,30
"1002","FluSurv-NET","Entire Network",2014,"2013/2014",2014-02-23,2014-03-01,9,7.5,0.2,2,"5-17 yr","2013-14","Season 2013-14",2722,9,2014-02-22 19:00:00,16123,31
"1003","FluSurv-NET","Entire Network",2014,"2013/2014",2014-03-02,2014-03-08,10,7.7,0.2,2,"5-17 yr","2013-14","Season 2013-14",2723,10,2014-03-01 19:00:00,16130,32
"1004","FluSurv-NET","Entire Network",2014,"2013/2014",2014-03-09,2014-03-15,11,7.9,0.2,2,"5-17 yr","2013-14","Season 2013-14",2724,11,2014-03-08 19:00:00,16137,33
"1005","FluSurv-NET","Entire Network",2014,"2013/2014",2014-03-16,2014-03-22,12,8.2,0.3,2,"5-17 yr","2013-14","Season 2013-14",2725,12,2014-03-15 20:00:00,16144,34
"1006","FluSurv-NET","Entire Network",2014,"2013/2014",2014-03-23,2014-03-29,13,8.5,0.2,2,"5-17 yr","2013-14","Season 2013-14",2726,13,2014-03-22 20:00:00,16151,35
"1007","FluSurv-NET","Entire Network",2014,"2013/2014",2014-03-30,2014-04-05,14,8.8,0.3,2,"5-17 yr","2013-14","Season 2013-14",2727,14,2014-03-29 20:00:00,16158,36
"1008","FluSurv-NET","Entire Network",2014,"2013/2014",2014-04-06,2014-04-12,15,8.9,0.1,2,"5-17 yr","2013-14","Season 2013-14",2728,15,2014-04-05 20:00:00,16165,37
"1009","FluSurv-NET","Entire Network",2014,"2013/2014",2014-04-13,2014-04-19,16,9.1,0.2,2,"5-17 yr","2013-14","Season 2013-14",2729,16,2014-04-12 20:00:00,16172,38
"1010","FluSurv-NET","Entire Network",2014,"2013/2014",2014-04-20,2014-04-26,17,9.4,0.3,2,"5-17 yr","2013-14","Season 2013-14",2730,17,2014-04-19 20:00:00,16179,39
"1011","FluSurv-NET","Entire Network",2015,"2015/2016",2015-10-04,2015-10-10,40,0.1,0.1,4,"50-64 yr","2015-16","Season 2015-16",2806,40,2015-10-03 20:00:00,16711,10
"1012","FluSurv-NET","Entire Network",2015,"2015/2016",2015-10-11,2015-10-17,41,0.2,0.1,4,"50-64 yr","2015-16","Season 2015-16",2807,41,2015-10-10 20:00:00,16718,11
