"","region_type","region","year","week","weighted_ili","unweighted_ili","age_0_4","age_25_49","age_25_64","age_5_24","age_50_64","age_65","ilitotal","num_of_providers","total_patients","week_start","time","time_index","season","season_week"
"23","States","Michigan",2010,40,NA,0.671831,NA,NA,NA,NA,NA,NA,98,47,14587,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"24","States","Minnesota",2010,40,NA,0.5748,NA,NA,NA,NA,NA,NA,38,17,6611,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"25","States","Mississippi",2010,40,NA,2.9098,NA,NA,NA,NA,NA,NA,491,42,16874,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"26","States","Missouri",2010,40,NA,1.10176,NA,NA,NA,NA,NA,NA,106,33,9621,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"27","States","Montana",2010,40,NA,0.0371195,NA,NA,NA,NA,NA,NA,1,7,2694,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"28","States","Nebraska",2010,40,NA,2.19978,NA,NA,NA,NA,NA,NA,61,13,2773,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"29","States","Nevada",2010,40,NA,1.66683,NA,NA,NA,NA,NA,NA,175,30,10499,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"30","States","New Hampshire",2010,40,NA,0.0759301,NA,NA,NA,NA,NA,NA,3,21,3951,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"31","States","New Jersey",2010,40,NA,2.31534,NA,NA,NA,NA,NA,NA,163,23,7040,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"32","States","New Mexico",2010,40,NA,2.13191,NA,NA,NA,NA,NA,NA,160,23,7505,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"33","States","New York",2010,40,NA,0.26299,NA,NA,NA,NA,NA,NA,37,91,14069,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"34","States","North Carolina",2010,40,NA,0.53143,NA,NA,NA,NA,NA,NA,134,74,25215,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"35","States","North Dakota",2010,40,NA,0.671355,NA,NA,NA,NA,NA,NA,42,19,6256,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"36","States","Ohio",2010,40,NA,0.228257,NA,NA,NA,NA,NA,NA,29,36,12705,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"37","States","Oklahoma",2010,40,NA,0.624179,NA,NA,NA,NA,NA,NA,19,17,3044,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"38","States","Oregon",2010,40,NA,0.551334,NA,NA,NA,NA,NA,NA,37,20,6711,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"39","States","Pennsylvania",2010,40,NA,0.703292,NA,NA,NA,NA,NA,NA,122,64,17347,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"40","States","Rhode Island",2010,40,NA,0.235036,NA,NA,NA,NA,NA,NA,15,21,6382,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"41","States","South Carolina",2010,40,NA,0.446127,NA,NA,NA,NA,NA,NA,33,25,7397,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"42","States","South Dakota",2010,40,NA,1.10275,NA,NA,NA,NA,NA,NA,63,18,5713,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"43","States","Tennessee",2010,40,NA,0.274655,NA,NA,NA,NA,NA,NA,32,52,11651,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"44","States","Texas",2010,40,NA,2.06514,NA,NA,NA,NA,NA,NA,1050,98,50844,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"45","States","Utah",2010,40,NA,0.747696,NA,NA,NA,NA,NA,NA,43,13,5751,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"46","States","Vermont",2010,40,NA,1.47641,NA,NA,NA,NA,NA,NA,41,10,2777,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"47","States","Virginia",2010,40,NA,1.14343,NA,NA,NA,NA,NA,NA,660,81,57721,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"48","States","Washington",2010,40,NA,0.510041,NA,NA,NA,NA,NA,NA,16,17,3137,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"49","States","West Virginia",2010,40,NA,1.59741,NA,NA,NA,NA,NA,NA,143,34,8952,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"50","States","Wisconsin",2010,40,NA,0.465022,NA,NA,NA,NA,NA,NA,23,44,4946,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"51","States","Wyoming",2010,40,NA,0.632911,NA,NA,NA,NA,NA,NA,32,28,5056,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"52","States","New York City",2010,40,NA,1.18222,NA,NA,NA,NA,NA,NA,1059,40,89577,2010-10-04,2010-10-02 20:00:00,14884,"2010/2011",10
"53","States","Alabama",2010,41,NA,2.05999,NA,NA,NA,NA,NA,NA,239,31,11602,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"54","States","Alaska",2010,41,NA,1.12827,NA,NA,NA,NA,NA,NA,19,7,1684,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"55","States","Arizona",2010,41,NA,0.749939,NA,NA,NA,NA,NA,NA,183,49,24402,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"56","States","Arkansas",2010,41,NA,0.674157,NA,NA,NA,NA,NA,NA,18,14,2670,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"57","States","California",2010,41,NA,2.15266,NA,NA,NA,NA,NA,NA,742,122,34469,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"58","States","Colorado",2010,41,NA,0.628621,NA,NA,NA,NA,NA,NA,115,12,18294,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"59","States","Connecticut",2010,41,NA,0.238095,NA,NA,NA,NA,NA,NA,9,15,3780,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"60","States","Delaware",2010,41,NA,0.36855,NA,NA,NA,NA,NA,NA,15,13,4070,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"61","States","District of Columbia",2010,41,NA,2.89079,NA,NA,NA,NA,NA,NA,81,4,2802,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"62","States","Florida",2010,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"63","States","Georgia",2010,41,NA,1.71307,NA,NA,NA,NA,NA,NA,702,63,40979,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"64","States","Hawaii",2010,41,NA,1.75246,NA,NA,NA,NA,NA,NA,32,19,1826,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"65","States","Idaho",2010,41,NA,1.45798,NA,NA,NA,NA,NA,NA,68,12,4664,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"66","States","Illinois",2010,41,NA,1.45089,NA,NA,NA,NA,NA,NA,600,76,41354,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"67","States","Indiana",2010,41,NA,0.653137,NA,NA,NA,NA,NA,NA,84,45,12861,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"68","States","Iowa",2010,41,NA,0.860956,NA,NA,NA,NA,NA,NA,20,7,2323,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"69","States","Kansas",2010,41,NA,0.57749,NA,NA,NA,NA,NA,NA,49,40,8485,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"70","States","Kentucky",2010,41,NA,0.223975,NA,NA,NA,NA,NA,NA,23,14,10269,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"71","States","Louisiana",2010,41,NA,2.04776,NA,NA,NA,NA,NA,NA,325,39,15871,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"72","States","Maine",2010,41,NA,0.434855,NA,NA,NA,NA,NA,NA,26,29,5979,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"73","States","Maryland",2010,41,NA,2.09879,NA,NA,NA,NA,NA,NA,99,17,4717,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"74","States","Massachusetts",2010,41,NA,0.887866,NA,NA,NA,NA,NA,NA,216,54,24328,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"75","States","Michigan",2010,41,NA,0.585011,NA,NA,NA,NA,NA,NA,95,53,16239,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"76","States","Minnesota",2010,41,NA,0.541293,NA,NA,NA,NA,NA,NA,35,18,6466,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"77","States","Mississippi",2010,41,NA,2.97075,NA,NA,NA,NA,NA,NA,523,45,17605,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"78","States","Missouri",2010,41,NA,0.930521,NA,NA,NA,NA,NA,NA,90,32,9672,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"79","States","Montana",2010,41,NA,0.180963,NA,NA,NA,NA,NA,NA,5,7,2763,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"80","States","Nebraska",2010,41,NA,2.73532,NA,NA,NA,NA,NA,NA,68,12,2486,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"81","States","Nevada",2010,41,NA,1.63633,NA,NA,NA,NA,NA,NA,187,33,11428,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"82","States","New Hampshire",2010,41,NA,0.0924642,NA,NA,NA,NA,NA,NA,4,22,4326,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"83","States","New Jersey",2010,41,NA,2.47836,NA,NA,NA,NA,NA,NA,189,24,7626,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"84","States","New Mexico",2010,41,NA,1.9635,NA,NA,NA,NA,NA,NA,142,22,7232,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"85","States","New York",2010,41,NA,0.369729,NA,NA,NA,NA,NA,NA,47,89,12712,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"86","States","North Carolina",2010,41,NA,0.53653,NA,NA,NA,NA,NA,NA,141,77,26280,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"87","States","North Dakota",2010,41,NA,0.721961,NA,NA,NA,NA,NA,NA,43,19,5956,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"88","States","Ohio",2010,41,NA,0.361628,NA,NA,NA,NA,NA,NA,55,44,15209,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"89","States","Oklahoma",2010,41,NA,0.958678,NA,NA,NA,NA,NA,NA,29,17,3025,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"90","States","Oregon",2010,41,NA,0.624076,NA,NA,NA,NA,NA,NA,38,19,6089,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"91","States","Pennsylvania",2010,41,NA,0.910726,NA,NA,NA,NA,NA,NA,157,64,17239,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"92","States","Rhode Island",2010,41,NA,0.201545,NA,NA,NA,NA,NA,NA,12,21,5954,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"93","States","South Carolina",2010,41,NA,0.765523,NA,NA,NA,NA,NA,NA,54,25,7054,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"94","States","South Dakota",2010,41,NA,0.793794,NA,NA,NA,NA,NA,NA,44,18,5543,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"95","States","Tennessee",2010,41,NA,0.499492,NA,NA,NA,NA,NA,NA,59,50,11812,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"96","States","Texas",2010,41,NA,2.09394,NA,NA,NA,NA,NA,NA,1061,97,50670,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"97","States","Utah",2010,41,NA,0.410939,NA,NA,NA,NA,NA,NA,29,19,7057,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"98","States","Vermont",2010,41,NA,1.35777,NA,NA,NA,NA,NA,NA,40,10,2946,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"99","States","Virginia",2010,41,NA,1.23653,NA,NA,NA,NA,NA,NA,754,83,60977,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"100","States","Washington",2010,41,NA,1.04007,NA,NA,NA,NA,NA,NA,34,16,3269,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"101","States","West Virginia",2010,41,NA,1.58968,NA,NA,NA,NA,NA,NA,170,34,10694,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"102","States","Wisconsin",2010,41,NA,0.581832,NA,NA,NA,NA,NA,NA,31,48,5328,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"103","States","Wyoming",2010,41,NA,0.440621,NA,NA,NA,NA,NA,NA,21,27,4766,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"104","States","New York City",2010,41,NA,1.4023,NA,NA,NA,NA,NA,NA,1258,41,89710,2010-10-11,2010-10-09 20:00:00,14891,"2010/2011",11
"105","States","Alabama",2010,42,NA,1.94224,NA,NA,NA,NA,NA,NA,232,33,11945,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"106","States","Alaska",2010,42,NA,0.586042,NA,NA,NA,NA,NA,NA,11,7,1877,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"107","States","Arizona",2010,42,NA,0.953365,NA,NA,NA,NA,NA,NA,240,52,25174,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"108","States","Arkansas",2010,42,NA,0.514217,NA,NA,NA,NA,NA,NA,17,16,3306,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"109","States","California",2010,42,NA,2.24173,NA,NA,NA,NA,NA,NA,766,126,34170,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"110","States","Colorado",2010,42,NA,0.80402,NA,NA,NA,NA,NA,NA,152,12,18905,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"111","States","Connecticut",2010,42,NA,0.374158,NA,NA,NA,NA,NA,NA,15,16,4009,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"112","States","Delaware",2010,42,NA,0.337025,NA,NA,NA,NA,NA,NA,14,14,4154,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"113","States","District of Columbia",2010,42,NA,2.41042,NA,NA,NA,NA,NA,NA,74,4,3070,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"114","States","Florida",2010,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"115","States","Georgia",2010,42,NA,2.01249,NA,NA,NA,NA,NA,NA,793,62,39404,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"116","States","Hawaii",2010,42,NA,0.755124,NA,NA,NA,NA,NA,NA,14,19,1854,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"117","States","Idaho",2010,42,NA,1.40814,NA,NA,NA,NA,NA,NA,64,11,4545,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"118","States","Illinois",2010,42,NA,1.56607,NA,NA,NA,NA,NA,NA,644,76,41122,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"119","States","Indiana",2010,42,NA,0.584346,NA,NA,NA,NA,NA,NA,76,45,13006,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"120","States","Iowa",2010,42,NA,0.407,NA,NA,NA,NA,NA,NA,10,8,2457,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"121","States","Kansas",2010,42,NA,0.47975,NA,NA,NA,NA,NA,NA,43,41,8963,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"122","States","Kentucky",2010,42,NA,0.156152,NA,NA,NA,NA,NA,NA,25,14,16010,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"123","States","Louisiana",2010,42,NA,2.42974,NA,NA,NA,NA,NA,NA,402,47,16545,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"124","States","Maine",2010,42,NA,0.421743,NA,NA,NA,NA,NA,NA,27,30,6402,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"125","States","Maryland",2010,42,NA,1.45439,NA,NA,NA,NA,NA,NA,173,20,11895,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"126","States","Massachusetts",2010,42,NA,0.744806,NA,NA,NA,NA,NA,NA,209,53,28061,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"127","States","Michigan",2010,42,NA,0.524238,NA,NA,NA,NA,NA,NA,81,50,15451,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"128","States","Minnesota",2010,42,NA,0.521162,NA,NA,NA,NA,NA,NA,33,17,6332,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"129","States","Mississippi",2010,42,NA,2.98141,NA,NA,NA,NA,NA,NA,534,45,17911,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"130","States","Missouri",2010,42,NA,0.98989,NA,NA,NA,NA,NA,NA,94,32,9496,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"131","States","Montana",2010,42,NA,0.185874,NA,NA,NA,NA,NA,NA,5,7,2690,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"132","States","Nebraska",2010,42,NA,3.31103,NA,NA,NA,NA,NA,NA,94,14,2839,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"133","States","Nevada",2010,42,NA,1.5086,NA,NA,NA,NA,NA,NA,171,34,11335,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"134","States","New Hampshire",2010,42,NA,0.29361,NA,NA,NA,NA,NA,NA,17,29,5790,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"135","States","New Jersey",2010,42,NA,2.24812,NA,NA,NA,NA,NA,NA,191,25,8496,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"136","States","New Mexico",2010,42,NA,1.67486,NA,NA,NA,NA,NA,NA,126,21,7523,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"137","States","New York",2010,42,NA,0.362121,NA,NA,NA,NA,NA,NA,53,95,14636,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"138","States","North Carolina",2010,42,NA,0.457107,NA,NA,NA,NA,NA,NA,116,71,25377,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"139","States","North Dakota",2010,42,NA,0.567477,NA,NA,NA,NA,NA,NA,32,20,5639,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"140","States","Ohio",2010,42,NA,0.52356,NA,NA,NA,NA,NA,NA,84,47,16044,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"141","States","Oklahoma",2010,42,NA,2.07039,NA,NA,NA,NA,NA,NA,70,18,3381,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"142","States","Oregon",2010,42,NA,0.484848,NA,NA,NA,NA,NA,NA,36,19,7425,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"143","States","Pennsylvania",2010,42,NA,0.881081,NA,NA,NA,NA,NA,NA,161,64,18273,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"144","States","Rhode Island",2010,42,NA,0.362845,NA,NA,NA,NA,NA,NA,25,21,6890,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"145","States","South Carolina",2010,42,NA,0.38943,NA,NA,NA,NA,NA,NA,28,22,7190,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"146","States","South Dakota",2010,42,NA,0.791023,NA,NA,NA,NA,NA,NA,43,18,5436,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"147","States","Tennessee",2010,42,NA,0.49955,NA,NA,NA,NA,NA,NA,61,50,12211,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"148","States","Texas",2010,42,NA,2.10072,NA,NA,NA,NA,NA,NA,1090,98,51887,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"149","States","Utah",2010,42,NA,0.440583,NA,NA,NA,NA,NA,NA,36,20,8171,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"150","States","Vermont",2010,42,NA,1.48221,NA,NA,NA,NA,NA,NA,45,11,3036,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"151","States","Virginia",2010,42,NA,1.22545,NA,NA,NA,NA,NA,NA,758,84,61855,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"152","States","Washington",2010,42,NA,0.904393,NA,NA,NA,NA,NA,NA,28,15,3096,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"153","States","West Virginia",2010,42,NA,1.52672,NA,NA,NA,NA,NA,NA,134,33,8777,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"154","States","Wisconsin",2010,42,NA,1.18822,NA,NA,NA,NA,NA,NA,69,43,5807,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"155","States","Wyoming",2010,42,NA,0.441798,NA,NA,NA,NA,NA,NA,23,28,5206,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"156","States","New York City",2010,42,NA,1.29124,NA,NA,NA,NA,NA,NA,1175,42,90998,2010-10-18,2010-10-16 20:00:00,14898,"2010/2011",12
"157","States","Alabama",2010,43,NA,2.2765,NA,NA,NA,NA,NA,NA,274,36,12036,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"158","States","Alaska",2010,43,NA,0.967742,NA,NA,NA,NA,NA,NA,18,8,1860,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"159","States","Arizona",2010,43,NA,0.888804,NA,NA,NA,NA,NA,NA,233,52,26215,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"160","States","Arkansas",2010,43,NA,0.41365,NA,NA,NA,NA,NA,NA,12,14,2901,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"161","States","California",2010,43,NA,1.91748,NA,NA,NA,NA,NA,NA,666,130,34733,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"162","States","Colorado",2010,43,NA,0.909658,NA,NA,NA,NA,NA,NA,175,11,19238,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"163","States","Connecticut",2010,43,NA,0.333542,NA,NA,NA,NA,NA,NA,16,22,4797,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"164","States","Delaware",2010,43,NA,0.460494,NA,NA,NA,NA,NA,NA,19,14,4126,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"165","States","District of Columbia",2010,43,NA,3.11632,NA,NA,NA,NA,NA,NA,101,4,3241,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"166","States","Florida",2010,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"167","States","Georgia",2010,43,NA,2.38747,NA,NA,NA,NA,NA,NA,881,60,36901,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"168","States","Hawaii",2010,43,NA,1.57434,NA,NA,NA,NA,NA,NA,27,18,1715,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"169","States","Idaho",2010,43,NA,1.28007,NA,NA,NA,NA,NA,NA,58,12,4531,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"170","States","Illinois",2010,43,NA,1.45762,NA,NA,NA,NA,NA,NA,623,79,42741,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
"171","States","Indiana",2010,43,NA,0.581084,NA,NA,NA,NA,NA,NA,76,45,13079,2010-10-25,2010-10-23 20:00:00,14905,"2010/2011",13
